@relation 'telco_labFour-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute region numeric
@attribute townsize numeric
@attribute gender numeric
@attribute agecat numeric
@attribute edcat numeric
@attribute income numeric
@attribute debtinc numeric
@attribute churn numeric

@data
3,2,0,4,4,56,8.8,0
4,5,1,3,2,16,9.6,0
1,1,1,5,3,37,12,0
4,1,0,4,2,60,9.2,0
3,2,1,6,2,11,21.5,1
2,3,0,4,4,55,11.6,0
4,2,1,6,1,28,12.7,0
1,2,0,4,2,34,13.7,1
4,5,1,5,2,40,15.9,0
5,3,1,5,4,100,4.5,0
1,1,0,5,2,40,12.8,0
3,5,0,5,2,48,3.7,0
2,1,0,5,4,58,5.5,0
2,2,0,5,2,97,6.4,0
3,4,0,2,3,30,17,1
4,1,1,2,2,25,5.9,0
5,3,0,6,3,77,10.5,0
3,4,0,4,2,27,4.1,0
1,1,0,2,2,35,19.7,1
1,1,0,5,4,53,13.3,0
1,1,1,5,2,52,5.5,0
2,5,1,5,3,129,8.4,0
4,2,1,2,2,16,1.5,0
5,1,1,6,4,418,13.9,0
2,2,0,5,2,11,2.8,0
1,2,1,5,2,55,21.1,0
1,1,0,4,1,62,5.6,0
5,2,0,6,3,18,10.4,0
4,4,1,3,4,33,18.2,1
2,2,0,4,4,68,16.1,0
5,1,0,5,3,44,10.1,0
5,2,0,4,3,33,2.9,1
5,5,1,2,4,45,19.9,0
2,2,1,5,2,68,15.5,0
3,3,1,4,5,117,12.3,0
2,2,1,3,2,21,1.2,0
2,3,1,4,3,148,1.9,1
1,4,1,4,5,35,13.4,0
3,1,1,6,2,55,13.3,0
2,1,1,5,1,32,24.3,1
1,2,0,4,4,19,3.7,0
5,4,1,5,1,70,3.5,0
3,3,0,4,5,30,0.9,0
2,1,1,4,1,85,5.8,0
4,2,0,6,3,11,21.4,0
1,2,0,3,4,21,12.2,1
4,2,0,5,2,64,6.6,0
4,1,0,6,3,18,9.4,0
1,1,0,6,4,21,7.8,0
1,2,0,6,3,92,12,0
2,4,1,6,2,84,25.7,0
5,4,0,5,2,106,1.4,0
4,5,1,5,4,38,15.6,0
1,2,1,4,1,52,9.2,0
2,1,1,3,2,20,13.2,0
5,1,1,6,1,166,14,0
2,4,0,6,2,9,6.4,0
5,5,0,4,2,44,8.6,0
3,2,0,3,4,124,14.2,1
2,4,0,6,4,37,14.2,0
4,5,1,5,4,109,3.4,0
1,1,1,4,2,74,16.9,0
3,2,0,5,4,21,5.4,0
2,3,0,6,2,10,19.4,0
1,3,1,6,2,62,7.3,1
4,2,0,5,3,124,2.2,1
5,5,0,3,3,132,1.5,0
1,2,1,4,3,37,4.9,1
4,5,0,5,2,45,9.3,0
2,3,1,4,1,31,5.7,0
5,5,1,4,5,41,2.7,1
3,1,0,4,4,85,14.2,0
1,1,0,2,2,28,1.6,0
1,2,1,6,3,20,2.1,0
5,2,1,5,4,135,5.1,1
4,1,1,3,5,66,15.1,0
3,1,0,2,1,23,25.9,0
3,1,0,3,1,24,17.6,0
4,5,1,6,4,59,12.1,0
2,3,0,3,4,22,7.3,1
3,1,1,2,2,25,2.2,0
5,4,0,5,4,31,17.4,1
4,2,1,6,4,17,16.9,1
1,2,1,6,2,218,3.5,0
1,2,0,5,3,85,8.2,0
2,3,0,2,3,22,18,0
4,2,0,4,2,49,14.5,0
4,2,0,4,3,28,11.2,0
5,5,1,4,2,18,7.7,0
1,5,1,5,1,66,20.5,0
4,1,1,2,2,20,20.6,0
2,5,0,6,5,109,7,0
5,3,0,4,4,22,10.7,1
5,1,0,5,1,133,6,0
2,1,1,6,3,57,25.8,0
4,3,1,3,3,30,5.2,0
4,1,0,4,2,38,11,0
4,5,0,4,2,36,1.5,0
1,4,0,2,4,84,5.7,1
2,1,0,6,1,33,13.2,0
5,5,1,4,4,61,6.4,0
1,1,1,6,4,104,11.4,0
3,4,0,4,4,34,2.3,0
3,4,0,4,1,25,9,0
4,1,0,4,2,37,21.6,0
4,3,1,2,1,16,4.7,0
2,3,0,4,5,44,5.2,0
1,1,0,4,5,37,14.4,1
2,3,1,5,1,73,6.3,0
4,5,1,4,2,84,13.9,0
3,5,0,3,4,142,6.9,1
4,4,1,3,5,62,13.3,0
5,5,1,6,2,30,25.5,0
1,1,1,6,4,31,7,1
3,5,0,3,1,28,21.8,0
5,4,0,6,2,9,1.8,0
3,4,1,6,2,10,14.2,0
4,5,0,5,5,300,8.9,0
1,2,0,2,3,22,5.3,0
2,2,1,2,4,29,10.6,1
5,5,1,4,3,30,13.9,0
2,4,1,2,2,41,0.9,1
1,3,1,6,1,38,1.2,0
1,2,1,5,2,16,19.8,0
3,5,0,2,2,22,11.1,0
4,5,0,4,5,27,14.5,1
2,4,1,2,2,16,16.3,1
1,2,1,5,4,18,10.6,0
5,4,0,2,3,24,4.9,1
5,2,0,3,4,67,9.9,0
1,1,1,2,3,37,2.7,0
4,4,0,2,2,14,7.2,1
1,1,0,5,4,40,2.3,0
5,5,1,4,2,75,7.5,0
1,1,0,5,5,97,9,1
5,4,1,4,2,24,7,0
3,2,0,6,1,17,9.4,0
3,4,0,6,5,82,8,0
2,1,1,4,4,54,19.4,0
1,5,0,5,2,48,10.1,0
5,4,1,4,4,57,11.1,0
3,4,1,3,4,41,7.7,0
5,3,0,3,2,20,2.6,0
3,3,0,3,5,125,14,0
2,2,1,2,2,18,2.5,1
1,1,1,5,2,99,18.8,0
4,3,0,2,2,15,5.3,1
1,1,0,2,4,28,5.4,0
3,3,1,2,1,23,11.8,0
3,1,0,5,1,22,6.3,0
1,1,0,6,2,37,15.9,0
4,1,0,3,4,97,5.8,0
5,4,1,4,4,161,13.7,0
4,5,1,4,4,22,9.9,0
3,1,1,5,4,279,18,1
1,3,0,4,2,39,15,1
4,2,0,4,2,42,18,0
2,2,0,5,1,41,3.8,0
1,2,1,4,5,46,14.9,1
1,4,1,6,3,95,18.9,0
3,4,0,2,3,30,9.7,0
3,2,1,4,1,56,6.9,0
2,1,1,5,1,38,30.4,0
3,1,1,5,4,49,10.4,0
1,1,1,2,2,16,8.3,0
1,1,1,6,4,14,20.4,0
1,1,0,6,2,323,13.9,0
4,2,0,4,4,42,6.8,0
1,2,0,2,1,13,17.4,0
5,4,1,3,5,72,5.8,0
3,4,0,2,3,26,5.2,0
3,3,1,6,4,138,1.5,0
5,3,0,4,3,68,0.8,1
2,1,0,4,1,33,4,0
2,1,0,5,4,53,10.5,0
2,3,1,3,4,37,12,1
1,1,1,5,3,36,12.5,0
2,2,1,4,4,47,20.8,1
3,1,0,5,5,100,3.6,1
4,2,1,2,4,18,12,0
3,3,1,5,2,99,11.5,1
2,3,0,3,2,34,1.5,0
3,2,0,4,3,37,17.4,0
2,4,1,5,4,257,2.4,0
3,4,0,5,3,30,15.2,0
4,4,1,6,4,15,17.8,1
2,3,1,3,4,27,11.9,0
3,4,1,6,1,15,8.1,0
2,4,1,4,4,31,24.8,0
4,4,0,3,4,72,3.1,0
5,2,1,3,4,70,7.9,1
3,2,1,5,2,90,15.4,0
1,1,0,3,4,29,9.7,0
3,2,0,2,4,30,9.3,1
5,5,1,4,3,23,4.9,0
4,5,1,4,3,40,7.9,0
2,2,1,3,2,24,7.8,0
2,4,1,5,3,57,9,0
1,2,0,2,2,15,5.1,1
2,2,0,4,3,44,15,0
1,2,1,3,3,18,10.8,0
1,1,0,3,5,32,14.9,0
2,1,0,4,5,61,3.8,1
4,2,1,2,3,29,6.2,1
5,5,1,5,4,86,15.7,0
4,1,1,3,2,50,6.1,1
1,1,1,4,1,57,12.7,0
4,3,0,5,1,150,16.1,0
2,1,1,2,4,22,4.5,1
5,4,1,4,4,117,9.9,0
2,5,0,6,4,18,4.4,1
1,1,1,6,4,44,4.3,1
5,4,0,4,2,51,13.9,0
4,4,1,2,4,12,3.7,1
5,3,1,4,2,27,12.1,0
2,1,0,6,5,22,16.3,0
1,1,0,4,2,19,12.1,0
2,1,0,3,2,29,11.8,0
3,5,1,2,1,17,11,0
1,2,1,3,2,23,12.5,1
1,4,1,5,1,38,9.1,0
1,1,1,3,4,144,4.9,0
3,3,0,5,4,52,9.6,1
4,3,0,3,5,29,9.1,1
4,5,0,5,3,133,20.7,0
2,1,1,5,3,140,8.2,0
1,1,0,5,1,74,9,0
2,1,0,6,2,134,4.8,0
1,1,0,6,2,11,7.7,0
2,3,1,3,3,32,13.6,1
3,1,1,4,2,25,16.7,0
5,4,0,5,3,29,1.7,0
4,3,0,6,4,26,11.2,0
3,1,1,4,4,142,2.7,0
3,2,0,5,1,35,7.5,0
1,4,1,2,2,22,2.1,0
3,2,0,2,2,14,9,1
5,5,1,3,2,27,17.3,1
5,1,0,3,4,123,5.2,0
1,1,1,2,3,14,12.9,0
5,4,0,3,4,15,1.5,1
2,2,0,4,3,40,7,0
1,1,0,2,2,26,3.1,0
4,1,0,4,1,140,24.7,0
2,2,0,4,2,23,11.6,0
1,3,0,6,1,15,8.2,0
5,5,0,3,4,36,3.6,0
5,4,1,3,4,25,17.4,1
5,4,0,6,2,28,10.2,0
5,2,1,5,5,149,1.1,0
3,1,0,6,4,56,29.3,0
3,1,0,5,2,77,16.1,0
4,1,0,6,2,26,15,0
2,3,0,3,5,86,16.4,0
4,3,0,3,1,38,3.1,1
5,4,1,4,1,46,3.8,1
4,4,1,5,3,138,8.4,0
1,2,1,3,4,25,4.9,1
1,2,1,3,4,48,18.5,1
2,1,0,4,1,36,13,0
4,1,1,6,2,24,5.2,0
1,1,0,4,4,36,6.7,1
2,4,1,4,4,56,15.1,0
5,2,1,3,4,31,17.8,1
1,1,0,3,2,29,10.4,0
5,1,0,6,3,34,6.6,0
2,1,1,4,2,43,8.8,1
3,4,1,2,1,31,9.5,1
3,1,0,6,2,9,6,0
5,5,0,5,2,81,14.2,0
2,3,0,5,4,120,12.6,0
1,2,1,4,2,48,10.8,0
2,5,0,5,3,26,22.7,1
3,3,1,4,2,70,14.7,0
1,1,1,2,3,15,7.2,1
3,1,0,5,1,53,26,0
5,2,1,5,2,113,14.9,0
3,2,0,2,3,31,10.1,0
2,5,0,3,2,33,16.3,1
2,2,1,5,1,98,7.9,0
1,4,0,2,3,20,12.9,0
5,5,0,4,4,122,34.9,0
1,1,0,2,4,22,1.9,0
4,1,1,6,4,133,4.1,0
2,1,1,2,2,25,6.9,1
4,4,0,4,4,80,3.4,0
2,1,0,3,3,29,6,1
3,3,0,3,4,23,2.8,1
4,5,0,2,2,22,3.5,1
3,2,0,6,3,14,18.2,0
4,5,0,5,3,41,6.7,1
5,4,0,4,2,48,13.9,0
4,3,1,4,3,45,5.3,1
3,1,0,5,1,40,1.2,0
5,5,1,3,5,83,16.2,0
3,2,0,4,3,52,2.5,0
5,5,0,6,1,17,8.2,0
1,1,0,4,4,63,22,1
4,4,1,4,4,31,8.4,0
1,3,0,3,1,32,0.5,0
1,1,1,2,2,32,7.7,0
5,4,0,6,2,49,4.1,1
5,5,1,3,4,37,7.7,1
4,5,0,5,3,69,12.9,0
3,4,0,5,3,47,12.2,0
5,2,0,4,4,29,8.8,0
5,4,0,2,1,15,8.1,0
1,1,1,3,1,17,4,1
1,4,1,3,3,30,4.1,0
5,5,1,4,5,59,14.4,1
3,5,0,3,2,45,29.4,1
5,5,0,6,2,19,25.9,0
4,2,1,4,2,81,12.4,1
1,1,1,4,5,81,7.3,1
4,4,0,4,2,28,11.7,0
1,2,0,3,5,59,7,0
4,1,0,3,2,26,9.6,0
5,1,0,3,3,47,17.4,0
5,2,0,3,2,24,14.4,0
4,3,1,3,4,24,7,1
1,2,1,3,4,29,16.2,0
3,3,1,4,5,78,7.7,1
2,3,0,5,3,90,7.7,0
5,5,1,5,1,47,1.4,0
3,5,0,6,1,31,13.3,0
5,5,0,2,4,19,7,1
2,1,0,3,4,23,2.5,0
1,3,0,5,1,28,3.4,0
5,3,0,5,2,35,10.2,0
3,2,1,6,4,57,11.4,0
1,2,1,6,3,10,4.5,1
5,5,0,3,2,22,6.5,0
5,3,0,5,2,46,5.5,0
4,2,1,3,5,22,11.5,0
3,3,1,5,5,111,5.2,0
3,4,1,5,1,91,13.3,0
3,1,1,5,1,46,7.3,0
1,3,0,4,1,26,9.7,0
3,3,1,2,3,40,3.4,1
1,1,1,4,1,84,10.4,0
3,3,0,6,4,9,15.1,0
2,2,0,4,4,37,13,0
2,2,1,3,4,18,2.8,1
1,1,0,4,2,29,11.1,0
1,3,1,3,4,20,12.6,0
4,1,1,3,1,64,6.1,0
3,2,0,6,1,22,14.8,0
2,5,0,3,4,42,13.4,0
2,4,0,2,3,22,5.1,1
5,5,1,3,1,15,11.9,0
4,3,0,6,2,9,3.3,0
5,4,0,5,1,84,23.2,0
5,5,0,5,3,103,5,0
3,3,1,4,2,41,6.1,1
5,4,0,5,3,54,1.3,0
3,4,0,5,2,48,4.1,0
4,1,0,4,3,76,10.4,0
3,2,1,5,1,26,6.1,0
2,1,1,6,3,14,10.2,0
3,2,0,6,1,9,17.5,0
1,2,0,4,1,30,15.4,0
4,4,1,4,4,52,10.3,0
5,3,0,6,4,160,7.9,0
2,5,0,4,3,37,10.8,0
1,3,0,3,2,36,11.9,1
2,1,1,2,2,20,8.9,0
4,5,0,2,2,17,11.2,1
1,1,1,3,4,18,8.9,1
4,1,1,6,2,111,5,0
5,1,0,6,1,9,9.4,1
2,2,1,5,1,29,14.8,1
3,4,1,4,2,60,10.9,1
3,5,0,5,2,26,5,0
2,1,1,5,1,84,13.1,0
1,2,0,4,3,58,14.5,0
1,1,1,3,3,38,17.3,1
3,1,0,2,2,11,5.8,1
5,1,0,3,2,24,2.3,0
4,2,1,5,3,11,3.3,0
2,1,1,5,3,101,0.6,0
1,1,0,5,2,47,10.9,0
4,4,1,2,3,14,6.7,0
1,1,0,6,3,181,24.1,1
4,2,1,2,2,53,4,0
3,1,0,4,1,24,2.2,0
4,2,0,5,2,26,23.8,0
3,4,1,3,3,24,4.5,0
2,2,0,4,1,68,16.7,1
4,4,0,6,4,52,11.4,1
2,3,1,3,4,38,14.6,0
2,1,0,3,5,41,2.5,1
3,3,0,6,2,22,9.8,0
1,1,1,5,4,30,2.1,0
5,4,1,5,4,87,15.1,0
2,3,0,2,2,16,2.9,1
1,1,0,6,1,26,6.9,0
5,4,1,4,4,112,7.4,1
4,3,1,5,1,42,10.9,0
2,3,1,5,2,67,5.5,0
5,2,0,5,1,18,8.6,0
3,5,1,6,4,130,2.4,1
4,1,0,3,1,20,18.3,0
3,2,0,4,2,20,8.5,0
5,4,1,4,5,30,8.9,0
5,5,1,2,1,13,7.5,0
1,1,1,3,2,25,2,0
2,1,0,4,1,28,12.7,0
3,4,0,2,2,22,2.8,1
5,?,1,6,3,23,17.3,0
2,2,1,4,4,65,8.4,0
4,5,1,5,1,171,12.3,0
2,2,0,4,4,52,5.2,1
2,1,0,6,3,38,5.2,0
4,3,0,6,2,10,16.4,0
1,1,0,5,1,53,10.8,0
3,3,1,4,2,34,16.2,0
2,3,1,4,2,67,9.1,1
2,1,1,6,2,55,13.8,0
3,2,1,5,1,39,2.7,0
2,3,1,4,1,29,43.1,0
2,1,0,2,2,20,2.3,1
2,2,1,6,5,26,4.1,0
4,2,1,4,2,45,0.8,0
1,1,1,4,2,53,16.5,0
4,1,0,3,4,26,8.6,1
3,1,1,3,2,31,10.1,0
5,5,1,3,3,215,21.4,0
4,1,1,6,3,27,11.3,0
5,4,0,3,2,16,2.6,0
5,5,1,3,2,42,21.4,0
5,5,0,5,3,180,2.8,0
4,1,1,3,5,227,10.3,0
4,5,0,5,2,12,10.5,0
4,5,0,4,1,37,20.9,0
4,3,1,2,2,14,22.9,0
3,2,0,6,1,186,7.3,0
4,1,0,4,2,68,20.9,0
3,5,0,2,1,16,10.1,0
4,3,0,5,2,36,18.4,0
2,2,1,5,2,86,29.2,0
1,1,0,4,4,89,13.9,0
4,1,0,4,3,106,5.6,0
3,2,1,5,2,73,3.3,0
5,4,0,3,2,33,35.8,1
5,3,0,5,1,55,19.4,0
2,1,0,6,1,20,2.8,0
5,4,0,6,1,68,12.7,0
2,2,0,4,3,33,6.2,1
1,4,0,2,2,20,14.4,1
5,3,0,6,4,10,8.1,0
2,3,1,4,3,59,11.4,0
5,2,1,6,4,81,8.8,0
4,4,0,2,2,14,17,0
3,4,0,6,1,23,10.4,0
4,5,0,4,2,97,14.3,0
1,2,1,5,3,64,4.5,1
4,4,1,5,4,62,13.1,1
4,5,1,4,4,87,4.7,0
2,1,0,4,1,34,8.1,0
5,5,0,5,4,93,8.2,0
2,1,0,4,4,50,5.3,1
5,3,0,5,2,62,8.5,0
3,1,0,3,3,34,14.5,0
5,3,0,5,2,132,16.2,0
3,2,0,6,3,39,7.3,1
2,1,0,6,4,9,5,0
5,5,0,2,1,25,6.5,0
3,2,1,4,1,43,1.2,0
3,1,0,4,2,66,17.4,1
4,3,0,4,2,35,12.7,0
4,2,1,4,5,43,13.8,0
5,4,0,6,2,66,16.5,0
5,5,0,6,2,23,10.6,0
2,5,1,6,3,11,4.2,0
1,1,1,4,2,24,1,0
1,3,1,2,4,92,14.1,0
2,3,0,3,2,19,10,1
4,3,0,5,3,143,8,0
4,1,0,2,4,79,4.2,1
4,1,0,3,2,50,22.1,0
4,4,1,5,3,93,4.2,0
1,4,0,6,2,19,18.6,0
2,1,0,4,2,43,0.7,1
2,1,1,2,4,34,20.2,0
3,3,0,4,2,22,5.8,0
4,4,1,2,2,20,15.1,0
1,1,1,2,2,18,8.5,0
1,1,0,5,2,181,16.6,0
4,5,1,6,3,90,16,0
1,4,1,5,5,33,3.1,1
4,2,1,4,3,167,3.4,0
5,3,1,3,3,33,18,0
5,3,0,6,4,9,2.1,0
2,2,0,5,4,112,3.3,1
5,4,0,6,2,44,6,0
3,5,1,2,1,18,4.7,0
3,5,0,3,2,30,2.5,0
3,1,0,4,1,35,7.5,0
1,3,1,3,4,22,3.4,1
4,5,0,4,2,32,14.9,0
4,1,0,2,2,23,8.6,1
5,2,0,6,4,68,12.4,0
4,1,0,6,1,175,20,0
4,4,1,4,3,54,7.1,1
2,2,0,4,3,55,2.8,0
4,3,0,6,1,30,1.4,0
1,1,0,2,2,31,6.7,1
1,1,0,6,5,95,2.3,1
2,5,1,5,3,43,2,0
5,3,0,5,3,66,12.7,1
4,3,1,3,1,32,5.3,0
3,5,0,4,2,124,16.6,0
1,1,0,4,3,64,6.8,1
5,5,1,3,2,28,10.6,0
3,1,0,5,4,48,13.1,0
4,1,1,6,3,102,7.5,0
1,1,0,2,2,36,6.1,0
4,5,1,2,2,26,14.6,0
1,5,1,2,3,22,10.5,1
1,1,0,5,2,35,8.1,0
3,3,0,6,2,87,11.7,0
1,1,1,2,2,19,7.8,0
1,3,0,4,1,22,9.6,1
3,3,0,6,1,12,5.4,1
1,1,1,5,1,111,2.4,0
3,4,1,4,2,53,11.4,0
1,2,0,4,2,44,8.5,0
3,5,0,6,3,22,14.2,0
5,4,1,2,3,42,5.3,0
3,2,1,6,3,18,12.3,0
4,2,0,6,3,122,18.7,1
5,1,1,3,3,31,11.9,0
4,2,0,5,2,215,16.6,0
5,3,0,6,3,10,16.4,0
5,5,1,6,3,73,6.1,0
3,1,1,6,2,33,8.2,0
1,3,1,3,4,29,9.5,0
1,1,0,5,1,23,13.6,0
2,2,0,4,3,191,12.9,0
2,2,0,5,4,156,8.9,0
5,2,0,5,3,137,16.8,0
3,3,0,4,2,77,6.5,0
1,1,0,3,4,17,8.4,0
4,1,1,4,5,35,2.6,0
3,3,1,3,3,24,9,0
1,4,0,6,4,60,4.1,0
4,2,1,4,4,56,3.7,1
5,5,0,3,1,23,21.3,0
5,3,1,2,4,16,11.3,1
2,3,0,4,1,34,2,0
3,1,1,3,2,26,19.5,0
5,5,1,4,4,53,11.7,1
3,3,1,2,3,21,3.2,0
1,1,1,5,3,48,2.2,0
3,4,1,4,3,46,5.5,0
3,2,1,6,2,9,4.2,0
1,1,0,4,4,52,31.8,0
2,3,0,6,2,53,13.8,0
5,5,0,5,1,61,16.8,0
1,1,0,5,1,36,17.2,0
4,1,1,6,3,48,8.7,0
5,2,0,5,3,48,1.8,1
4,1,1,3,1,21,14.9,1
5,3,1,5,3,15,3.6,0
5,5,1,3,2,36,6,0
2,4,0,6,1,78,7,0
4,5,1,6,2,75,12.8,0
1,2,1,5,4,273,5.7,0
3,4,1,4,2,87,3.9,0
1,3,0,2,2,16,0.6,1
5,5,1,3,1,25,14.6,0
1,1,0,5,1,13,10.8,0
4,1,0,4,2,28,24.5,1
4,4,0,6,3,54,3.9,0
4,3,1,2,3,17,3.1,0
3,2,1,4,1,24,10.4,0
5,5,0,5,4,24,17.8,0
3,2,0,5,5,34,14.4,1
3,3,1,4,5,96,3.7,0
5,3,0,4,2,82,15.6,0
3,3,0,4,3,74,6,1
4,5,0,6,2,174,18,0
2,1,1,5,4,89,24.7,0
5,3,1,4,1,62,1.1,0
1,1,0,3,1,22,9.7,0
3,1,0,5,5,193,7.6,0
2,1,1,4,1,35,24.8,0
5,5,0,2,1,16,16.8,0
3,3,0,4,4,75,21.9,1
1,1,1,3,5,54,6.3,1
1,4,1,4,5,42,6.6,1
2,4,0,4,2,28,6,0
4,2,0,4,3,47,4.4,1
1,2,1,5,4,96,10.4,0
4,3,0,4,1,32,1.8,0
1,5,0,5,3,18,2.8,0
4,3,1,4,5,58,2.3,1
3,1,0,3,5,41,26.6,1
5,3,1,4,4,37,19.3,1
1,1,1,4,1,39,4.2,0
2,3,1,4,3,49,1.5,0
1,1,1,6,4,159,2.5,0
4,5,1,3,2,56,2,0
2,2,0,3,4,55,9.3,0
5,3,0,3,2,27,9.1,1
3,4,0,3,5,19,5.7,1
2,2,1,6,1,9,25.9,0
5,3,0,5,2,29,6.6,0
1,2,1,6,1,17,4.2,0
2,3,1,4,3,29,5.4,0
4,5,0,4,4,142,13.2,1
2,1,0,6,4,169,20.6,0
5,5,0,3,4,27,8.4,0
5,3,0,6,1,15,6.1,0
2,1,1,5,1,14,5.8,0
5,4,0,4,3,43,7.7,0
1,1,0,6,3,13,10.2,0
2,1,1,5,2,55,7.5,0
4,4,0,5,3,36,2.9,0
4,3,1,5,3,33,4.4,0
4,2,0,3,3,20,11.9,1
4,4,1,2,2,15,11.5,0
2,5,1,4,1,54,7.2,0
3,1,0,4,3,62,8.1,0
5,2,1,5,1,125,10.9,0
1,3,0,6,1,146,1.9,0
1,1,0,3,4,13,5.9,0
4,1,0,6,4,19,13.8,0
1,4,0,3,2,70,5.7,1
5,4,0,5,1,119,4.1,0
2,2,0,5,3,45,9,0
5,2,0,3,4,46,6,1
3,3,1,4,4,36,16.2,0
4,5,1,5,2,73,15,0
2,2,0,3,4,60,5.5,1
2,5,1,3,4,46,28.5,1
1,1,0,5,5,237,14.7,0
5,3,1,3,2,30,3.6,0
3,2,0,3,2,45,13.1,0
1,1,0,5,1,46,14.3,0
2,1,1,3,4,33,7.7,1
5,2,1,5,5,147,21.2,1
5,5,0,6,4,42,14.2,0
5,5,0,5,4,62,4.9,1
4,4,1,4,3,88,3.5,0
4,3,1,4,2,30,12.3,0
3,1,1,6,4,345,4.1,0
1,1,0,6,3,133,10.6,1
3,3,0,4,1,35,3.2,0
3,2,0,4,3,32,6,0
5,2,0,3,4,45,5.5,1
4,3,1,3,2,18,6.6,0
4,4,1,2,2,20,17.5,0
2,5,1,5,2,56,30.1,0
2,4,1,3,2,20,8.5,1
4,5,1,3,5,35,22.7,0
4,3,0,2,2,17,8.6,1
3,2,1,3,2,48,1.8,1
5,4,0,3,3,15,7.5,1
2,4,1,2,3,16,1.7,0
2,2,0,2,4,28,4.1,1
1,1,1,6,3,17,3.7,0
2,1,1,5,4,57,10.1,0
1,3,1,4,3,44,1.3,0
5,4,1,3,4,26,1.1,0
2,3,0,3,2,18,9.4,0
5,4,0,4,4,87,26.6,0
1,2,0,2,2,21,9.7,0
1,2,1,4,4,185,15.6,0
4,3,1,5,3,42,20.8,1
4,2,0,4,4,48,3.6,1
5,5,1,4,3,53,2.9,0
1,5,0,5,4,97,17.8,0
3,3,0,5,2,99,11.9,0
2,3,0,2,2,12,17.2,0
2,3,0,4,2,113,7.8,0
5,5,1,6,2,9,4.1,0
5,2,0,3,4,34,1.5,1
4,5,0,2,2,14,32.9,1
4,4,0,6,3,18,6.7,0
3,1,1,5,4,26,4.7,0
2,1,1,5,4,46,14.3,0
5,4,0,5,4,92,11.6,0
5,3,1,2,2,14,3.1,1
1,2,1,2,3,34,21,1
2,2,0,5,5,158,10.9,0
2,4,1,4,3,84,5,0
5,2,1,6,3,51,4.5,0
5,1,1,2,2,15,10.1,0
5,2,0,3,2,27,9.5,1
1,2,1,3,1,32,12.6,0
1,4,1,5,4,40,6.9,0
1,3,1,2,2,16,6.4,0
2,5,0,3,4,38,11.6,1
1,2,0,4,1,28,4.8,0
4,2,1,5,4,97,7,0
1,1,0,5,4,52,4.4,0
1,1,0,4,1,86,4.9,0
4,3,0,6,4,35,7.1,0
1,2,0,6,4,15,5.2,1
1,1,1,3,1,19,9.5,0
2,1,1,4,3,24,6.6,0
4,2,0,3,5,55,2,0
4,4,0,4,3,132,26.6,0
4,4,0,2,2,15,9.1,0
5,5,1,5,1,31,9.1,0
1,1,0,4,2,32,17.9,0
2,1,0,6,1,32,18.6,1
4,5,1,3,5,33,6.9,1
3,2,1,5,2,117,7.3,0
2,4,1,5,4,34,15.2,1
4,1,0,2,3,17,5.4,1
5,3,0,4,2,53,4,0
5,3,0,2,1,21,15.2,0
5,2,0,5,2,70,18.8,0
1,2,0,2,1,19,10.1,0
5,5,0,6,4,165,5,0
2,2,0,3,4,120,13.3,0
4,5,1,3,2,29,7.4,1
1,1,0,5,2,28,5.6,0
1,2,1,6,2,70,1.9,0
2,2,0,2,1,16,12,1
1,4,1,2,4,18,18.9,1
3,5,1,3,2,41,10.7,0
3,1,1,2,2,16,13.2,0
3,2,1,4,5,23,13.8,0
3,5,0,5,4,115,21.6,0
4,4,1,4,3,27,3.2,0
2,2,1,4,2,37,9.2,0
5,2,0,5,4,197,14.9,0
1,1,1,4,1,51,12.8,0
4,5,0,4,5,73,14.3,1
1,1,0,2,2,18,4.3,1
5,3,0,5,2,56,9.2,0
5,4,0,4,4,34,11.4,1
1,1,1,3,5,26,17.1,1
3,3,1,4,2,71,10.9,0
3,5,0,5,2,20,5.8,0
5,5,0,4,2,42,5.8,0
5,5,0,4,2,32,20.3,1
4,5,0,4,4,48,8.2,1
5,4,0,4,2,36,2.2,1
1,3,1,6,2,255,3.5,0
2,5,0,6,3,26,11.9,0
5,1,0,3,3,25,15.7,1
4,3,0,5,5,780,13.1,0
1,1,1,6,1,68,4.7,0
4,5,0,6,3,55,17.7,0
5,4,1,3,1,20,2.8,0
3,4,1,5,3,112,6.4,0
4,5,1,6,3,63,7.8,0
3,4,1,3,2,36,8.5,0
5,1,1,3,3,29,36.5,1
4,5,1,2,3,16,4.1,1
1,1,1,4,2,70,8.5,0
1,1,1,2,2,16,5.1,1
2,1,0,5,2,44,12.2,0
4,5,1,2,4,60,6.3,0
2,4,1,5,1,121,5.6,0
3,3,0,4,2,33,1.3,0
4,4,0,4,4,54,7.8,0
4,2,1,4,3,84,12.7,0
4,3,1,3,2,25,7.6,0
4,5,0,4,4,86,3.2,0
3,2,0,5,3,59,11.9,0
3,1,0,4,2,30,11.3,0
2,3,0,3,2,67,9.7,0
2,1,1,6,3,11,5.4,1
4,4,0,6,4,86,17.4,0
3,4,1,3,3,32,12.8,0
2,1,1,4,4,51,12.9,0
1,3,0,5,4,61,17.5,1
3,1,0,3,4,44,4.4,1
1,1,1,3,4,30,26,0
1,4,1,6,2,49,13.8,0
4,1,0,2,4,90,22.6,1
3,3,0,6,3,26,10.3,0
